Gender,Marital Status,Age,Education,Income,Occupation,Settlement Size
female,non-single (divorced / separated / married / widowed),46,university,164695.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),55,graduate school,207891.0,skilled employee / official,big city
female,single,36,other / unknown,111815.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,160631.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),41,university,140396.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),41,university,138254.0,skilled employee / official,big city
female,single,34,high school,106067.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,163046.0,skilled employee / official,big city
male,single,26,high school,64423.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,graduate school,150478.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),42,graduate school,144149.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),43,university,148125.0,skilled employee / official,small city
male,single,27,high school,69259.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),52,university,194237.0,management / self-employed / highly qualified employee / officer,big city
male,single,33,high school,101265.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,university,195821.0,skilled employee / official,big city
female,single,33,high school,101662.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,university,195170.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),40,university,133321.0,skilled employee / official,big city
male,single,24,high school,55466.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,187117.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),39,university,129801.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,other / unknown,162930.0,unemployed / unskilled,small city
female,single,36,high school,113417.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),34,university,105209.0,skilled employee / official,mid-sized city
female,non-single (divorced / separated / married / widowed),40,university,133825.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),57,university,216653.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),61,university,237105.0,management / self-employed / highly qualified employee / officer,big city
male,single,26,high school,67285.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,164940.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),55,university,206503.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),39,university,128526.0,skilled employee / official,big city
male,single,52,high school,190397.0,unemployed / unskilled,small city
female,single,30,high school,85761.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),58,university,222655.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,graduate school,164837.0,management / self-employed / highly qualified employee / officer,big city
male,single,32,high school,92955.0,unemployed / unskilled,small city
male,single,32,high school,92107.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,170462.0,skilled employee / official,big city
male,single,29,high school,79423.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,university,217349.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),57,graduate school,218591.0,skilled employee / official,small city
female,single,37,high school,116881.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),47,university,167423.0,skilled employee / official,big city
male,single,46,high school,163901.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),41,university,140111.0,skilled employee / official,big city
male,single,33,high school,100267.0,unemployed / unskilled,small city
male,single,37,other / unknown,116989.0,unemployed / unskilled,small city
female,single,38,high school,122424.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),34,high school,103556.0,skilled employee / official,mid-sized city
female,single,29,high school,77495.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,university,193624.0,management / self-employed / highly qualified employee / officer,small city
male,single,38,other / unknown,124568.0,unemployed / unskilled,small city
male,single,40,high school,133476.0,unemployed / unskilled,small city
male,single,36,high school,113139.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,university,200299.0,management / self-employed / highly qualified employee / officer,big city
female,single,36,high school,116015.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,160103.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),56,graduate school,211071.0,skilled employee / official,big city
male,single,29,high school,80008.0,unemployed / unskilled,small city
male,single,24,other / unknown,56459.0,unemployed / unskilled,mid-sized city
male,single,34,high school,105276.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),37,university,118960.0,skilled employee / official,small city
male,single,31,high school,91600.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),36,high school,112749.0,skilled employee / official,mid-sized city
male,non-single (divorced / separated / married / widowed),38,university,125608.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),44,university,154228.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),60,university,228940.0,skilled employee / official,big city
male,single,45,high school,158036.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,graduate school,158919.0,skilled employee / official,big city
male,single,36,high school,114716.0,unemployed / unskilled,small city
male,single,34,high school,103604.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),36,university,113564.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),46,university,160541.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),52,university,192101.0,skilled employee / official,big city
male,single,29,other / unknown,80358.0,unemployed / unskilled,small city
male,single,28,high school,76502.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),43,high school,148681.0,management / self-employed / highly qualified employee / officer,big city
male,single,35,high school,108646.0,unemployed / unskilled,small city
female,single,32,high school,95905.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,177856.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),57,university,216882.0,management / self-employed / highly qualified employee / officer,big city
male,single,37,high school,118915.0,unemployed / unskilled,small city
male,single,29,other / unknown,80651.0,unemployed / unskilled,small city
female,single,40,high school,133052.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),44,university,151687.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),38,university,125648.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),37,university,118685.0,skilled employee / official,big city
male,single,41,high school,137270.0,unemployed / unskilled,small city
female,single,36,other / unknown,115780.0,unemployed / unskilled,small city
female,single,34,high school,104786.0,unemployed / unskilled,mid-sized city
male,non-single (divorced / separated / married / widowed),52,university,193711.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),59,university,226321.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,university,148247.0,management / self-employed / highly qualified employee / officer,big city
male,single,35,other / unknown,106796.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),56,university,210198.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),37,university,118418.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),49,university,176011.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),47,university,169140.0,skilled employee / official,big city
female,single,33,high school,97168.0,unemployed / unskilled,small city
male,single,31,high school,91307.0,unemployed / unskilled,small city
female,single,35,high school,110674.0,unemployed / unskilled,small city
male,single,33,high school,97865.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,university,132901.0,skilled employee / official,big city
male,single,28,high school,76445.0,unemployed / unskilled,small city
male,single,23,high school,50679.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),37,university,120799.0,skilled employee / official,big city
male,single,30,high school,86346.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,148393.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),50,university,184628.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,university,188315.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),39,university,126952.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),56,university,209998.0,management / self-employed / highly qualified employee / officer,big city
female,single,34,other / unknown,104331.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),70,university,280063.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),42,university,145306.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),37,university,119609.0,skilled employee / official,big city
female,single,33,high school,97309.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,150287.0,management / self-employed / highly qualified employee / officer,big city
male,single,32,high school,95721.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),58,high school,221201.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),48,university,172423.0,skilled employee / official,small city
male,single,34,high school,106094.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),58,university,222555.0,management / self-employed / highly qualified employee / officer,big city
male,non-single (divorced / separated / married / widowed),41,university,138404.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),50,university,182615.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),43,university,149761.0,skilled employee / official,small city
male,single,29,high school,78312.0,unemployed / unskilled,small city
male,single,32,high school,96699.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,187973.0,management / self-employed / highly qualified employee / officer,big city
female,single,37,high school,120873.0,unemployed / unskilled,small city
male,single,31,high school,89095.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,high school,186793.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,graduate school,194655.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),53,high school,196005.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),49,university,179641.0,skilled employee / official,big city
female,single,34,other / unknown,102348.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),42,university,142747.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,university,185213.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),62,university,240734.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),40,graduate school,131798.0,skilled employee / official,small city
male,single,33,other / unknown,98307.0,unemployed / unskilled,small city
male,single,34,high school,103667.0,unemployed / unskilled,small city
male,single,35,high school,108617.0,unemployed / unskilled,small city
male,single,26,high school,63581.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),50,high school,183787.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),50,university,182726.0,skilled employee / official,big city
female,single,33,high school,98472.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,157477.0,skilled employee / official,big city
male,single,38,other / unknown,125262.0,unemployed / unskilled,small city
female,single,34,high school,101993.0,unemployed / unskilled,mid-sized city
male,single,42,other / unknown,142929.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),44,university,154551.0,skilled employee / official,big city
male,single,40,high school,134160.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,147969.0,skilled employee / official,big city
female,single,31,high school,90538.0,unemployed / unskilled,small city
male,single,39,high school,128655.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),58,graduate school,221141.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),41,graduate school,138320.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),62,university,239461.0,management / self-employed / highly qualified employee / officer,big city
female,single,45,high school,157620.0,unemployed / unskilled,small city
female,single,32,high school,93393.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),42,graduate school,142308.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),43,university,146106.0,management / self-employed / highly qualified employee / officer,big city
female,single,20,high school,37350.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),47,university,166817.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),48,university,171485.0,skilled employee / official,big city
male,single,36,high school,111659.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,171427.0,skilled employee / official,big city
female,single,34,high school,105192.0,unemployed / unskilled,small city
male,single,33,other / unknown,97855.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,186187.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),49,university,177321.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),58,university,221569.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),50,university,181533.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),35,university,110140.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,university,194279.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),39,university,129270.0,skilled employee / official,big city
female,single,30,other / unknown,85314.0,unemployed / unskilled,small city
male,single,31,high school,89249.0,unemployed / unskilled,small city
female,single,38,other / unknown,125577.0,unemployed / unskilled,small city
male,single,33,high school,99978.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,174939.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),48,high school,170803.0,skilled employee / official,big city
male,single,35,other / unknown,108379.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),56,university,212810.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,graduate school,199032.0,skilled employee / official,big city
male,single,28,high school,76837.0,unemployed / unskilled,small city
male,single,31,high school,87636.0,unemployed / unskilled,small city
male,single,32,high school,93648.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,graduate school,214290.0,skilled employee / official,big city
male,single,32,high school,96287.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),53,graduate school,198907.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,160765.0,skilled employee / official,big city
male,single,37,high school,119959.0,unemployed / unskilled,small city
female,single,31,high school,91026.0,unemployed / unskilled,small city
male,single,36,high school,112974.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),42,university,140944.0,skilled employee / official,big city
male,single,40,high school,131231.0,unemployed / unskilled,small city
male,single,33,high school,97294.0,unemployed / unskilled,small city
male,single,39,high school,129389.0,unemployed / unskilled,small city
female,single,42,high school,142704.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),63,high school,247932.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),41,high school,140136.0,management / self-employed / highly qualified employee / officer,big city
female,single,40,high school,135081.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),50,university,182715.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),51,university,188844.0,skilled employee / official,big city
male,single,34,high school,104095.0,unemployed / unskilled,small city
male,single,35,high school,109494.0,unemployed / unskilled,mid-sized city
male,single,37,high school,116546.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),38,graduate school,124275.0,skilled employee / official,big city
male,single,26,high school,67141.0,unemployed / unskilled,small city
male,single,38,high school,122094.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),53,graduate school,196866.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,university,153745.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),35,graduate school,111010.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),58,university,223282.0,skilled employee / official,big city
female,single,34,high school,101992.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,graduate school,173799.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),49,university,179301.0,management / self-employed / highly qualified employee / officer,big city
male,single,36,other / unknown,115081.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,university,131418.0,management / self-employed / highly qualified employee / officer,big city
male,single,39,high school,128425.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),56,university,210879.0,skilled employee / official,big city
male,single,33,other / unknown,100016.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,172343.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),45,university,157528.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),53,university,198647.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),49,university,175551.0,skilled employee / official,small city
female,single,33,other / unknown,98859.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,172306.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),50,university,180650.0,skilled employee / official,big city
male,single,31,high school,90046.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,189221.0,skilled employee / official,big city
female,single,30,high school,86432.0,unemployed / unskilled,small city
male,single,46,other / unknown,163071.0,unemployed / unskilled,small city
male,single,30,high school,86701.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),53,high school,196587.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),42,university,144598.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),46,high school,164109.0,skilled employee / official,big city
male,single,46,high school,162224.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),55,graduate school,208482.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,university,186732.0,skilled employee / official,big city
male,single,30,high school,83902.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),47,university,165331.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),45,university,159270.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),56,university,213494.0,skilled employee / official,small city
male,single,34,high school,102373.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),39,university,129447.0,management / self-employed / highly qualified employee / officer,big city
male,single,28,high school,74007.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,177651.0,skilled employee / official,big city
female,single,37,high school,118239.0,unemployed / unskilled,small city
male,single,38,high school,124636.0,unemployed / unskilled,small city
male,single,32,high school,93517.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),33,graduate school,101562.0,skilled employee / official,small city
female,single,41,high school,140650.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,graduate school,179433.0,management / self-employed / highly qualified employee / officer,big city
male,single,29,high school,79347.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,163019.0,skilled employee / official,big city
male,single,42,high school,142187.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,161592.0,skilled employee / official,big city
female,single,40,high school,131208.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,university,216191.0,management / self-employed / highly qualified employee / officer,big city
male,single,34,high school,106418.0,unemployed / unskilled,small city
female,single,32,high school,96579.0,unemployed / unskilled,small city
female,single,33,other / unknown,98996.0,unemployed / unskilled,small city
female,single,33,high school,97063.0,unemployed / unskilled,small city
male,single,26,high school,67009.0,unemployed / unskilled,small city
male,single,35,high school,109159.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),61,university,234493.0,management / self-employed / highly qualified employee / officer,big city
male,single,34,high school,102783.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,161306.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,university,192069.0,skilled employee / official,big city
male,single,40,high school,132129.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,graduate school,173654.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),47,university,165849.0,skilled employee / official,big city
female,single,42,high school,142213.0,unemployed / unskilled,small city
female,single,31,high school,90699.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,university,134541.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,graduate school,143978.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),58,university,219173.0,management / self-employed / highly qualified employee / officer,small city
male,single,28,high school,76116.0,unemployed / unskilled,small city
female,single,38,other / unknown,125630.0,unemployed / unskilled,small city
male,single,37,high school,121196.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),43,university,147560.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,graduate school,186896.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,graduate school,149478.0,management / self-employed / highly qualified employee / officer,big city
male,non-single (divorced / separated / married / widowed),53,university,198176.0,skilled employee / official,big city
male,single,25,high school,61055.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),58,university,221546.0,skilled employee / official,small city
male,single,30,high school,87043.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,high school,168861.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),56,university,209518.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,university,193018.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),45,university,156328.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),48,university,172632.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),45,university,157514.0,management / self-employed / highly qualified employee / officer,big city
female,single,29,high school,81426.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),40,high school,134907.0,skilled employee / official,big city
male,single,27,high school,69635.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,172380.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,university,134935.0,skilled employee / official,big city
male,single,24,high school,56404.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),49,university,175415.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,university,151594.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),56,university,214058.0,skilled employee / official,big city
male,single,46,high school,163698.0,unemployed / unskilled,small city
female,single,30,high school,86745.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,174540.0,skilled employee / official,big city
male,single,43,high school,147117.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,176505.0,management / self-employed / highly qualified employee / officer,small city
male,single,41,other / unknown,138651.0,unemployed / unskilled,small city
male,single,28,other / unknown,75221.0,unemployed / unskilled,small city
male,single,35,high school,110566.0,unemployed / unskilled,small city
male,single,38,high school,122991.0,unemployed / unskilled,mid-sized city
male,non-single (divorced / separated / married / widowed),55,university,204595.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),47,high school,167263.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),55,university,208721.0,skilled employee / official,big city
female,single,43,high school,146827.0,unemployed / unskilled,small city
male,single,30,high school,83471.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),49,high school,178414.0,skilled employee / official,big city
male,single,35,other / unknown,108253.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),62,graduate school,240257.0,skilled employee / official,big city
female,single,40,high school,134030.0,unemployed / unskilled,mid-sized city
male,single,44,high school,152103.0,unemployed / unskilled,mid-sized city
male,single,44,high school,150961.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,graduate school,198327.0,skilled employee / official,big city
male,single,34,high school,102423.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,university,202846.0,skilled employee / official,big city
male,single,41,other / unknown,140728.0,unemployed / unskilled,small city
male,single,20,high school,37234.0,unemployed / unskilled,small city
male,single,40,high school,133110.0,unemployed / unskilled,small city
male,single,33,other / unknown,99114.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),41,graduate school,137128.0,skilled employee / official,big city
female,single,39,other / unknown,129269.0,unemployed / unskilled,small city
female,single,41,high school,139053.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),30,university,85596.0,skilled employee / official,mid-sized city
female,single,29,high school,81329.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),50,university,181600.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),34,graduate school,104108.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),36,university,115227.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),47,high school,165652.0,skilled employee / official,small city
female,single,37,high school,120187.0,unemployed / unskilled,small city
female,single,29,high school,80462.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),38,university,125228.0,skilled employee / official,big city
female,single,28,high school,76368.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),57,university,215910.0,skilled employee / official,big city
male,single,35,high school,108937.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),42,university,144639.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),35,graduate school,107383.0,skilled employee / official,small city
female,single,27,high school,71383.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,157661.0,skilled employee / official,big city
male,single,35,high school,109094.0,unemployed / unskilled,small city
male,single,35,other / unknown,110696.0,unemployed / unskilled,small city
female,single,36,high school,115713.0,unemployed / unskilled,small city
male,single,37,high school,118862.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,156021.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,university,133788.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),45,university,159549.0,skilled employee / official,big city
female,single,30,high school,85766.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,graduate school,172288.0,skilled employee / official,small city
male,single,24,high school,57651.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,graduate school,202264.0,skilled employee / official,small city
male,non-single (divorced / separated / married / widowed),43,university,149169.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,university,202240.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),56,university,209693.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,graduate school,135226.0,skilled employee / official,big city
male,single,34,high school,103916.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,159882.0,skilled employee / official,small city
female,single,35,high school,109693.0,unemployed / unskilled,small city
female,single,39,high school,127968.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),57,university,215324.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),37,university,117443.0,skilled employee / official,big city
male,single,37,other / unknown,118582.0,unemployed / unskilled,small city
male,single,33,high school,99629.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,157166.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,university,150527.0,skilled employee / official,big city
female,single,24,high school,57305.0,unemployed / unskilled,small city
male,single,38,high school,123147.0,unemployed / unskilled,small city
male,single,29,other / unknown,80302.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,university,167363.0,management / self-employed / highly qualified employee / officer,big city
female,single,44,high school,153642.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,163128.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),51,high school,186105.0,skilled employee / official,big city
male,single,32,high school,93273.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,high school,170242.0,skilled employee / official,big city
male,single,20,high school,36035.0,unemployed / unskilled,small city
male,single,33,high school,98058.0,unemployed / unskilled,small city
male,single,34,other / unknown,103889.0,unemployed / unskilled,mid-sized city
female,single,33,high school,97573.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),40,university,135736.0,skilled employee / official,big city
male,single,31,high school,87368.0,unemployed / unskilled,small city
male,single,26,high school,66651.0,unemployed / unskilled,small city
male,single,39,high school,129853.0,unemployed / unskilled,small city
female,single,34,high school,101970.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,university,199269.0,skilled employee / official,big city
